item_id,item,title,year,genres,tags,item weight,prototype
1621,885,Bogus (1996),1996,Children's|Drama|Fantasy,imaginary friend,1.9960594,18
2802,484,Lassie (1994),1994,Adventure|Children's,children|dog|dogs|family|kids|kids and family,1.9958746,18
2098,3921,Beach Party (1963),1963,Comedy,high school|surfing|teen|teen movie|teens,1.9947541,18
1647,87,Dunston Checks In (1996),1996,Children's|Comedy,family|kids|kids and family|single father,1.9942293,18
510,1583,"Simple Wish, A (1997)",1997,Children's|Fantasy,children|fairy tale|family|fun movie|kids and family|magic|silly fun|too short|witch,1.9938763,18
1788,611,Hellraiser: Bloodline (1996),1996,Action|Horror|Sci-Fi,demons|franchise|horror|splatter,1.9989487,19
1244,1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",1985,Horror,crappy sequel|dreams|franchise|good sequel|horror|murder|original|sequel|sequels|serial killer|slasher|teens,1.9984224,19
2436,2900,Monkey Shines (1988),1988,Horror|Sci-Fi,horror|mad scientist|splatter,1.9983971,19
812,3660,Puppet Master (1989),1989,Horror|Sci-Fi|Thriller,creepy|cult film|horror|puppets|splatter|stop motion,1.9973404,19
1421,1991,Child's Play (1988),1988,Horror,creepy|horror|murder|original|scary|serial killer|slasher|splatter|suspense|voodoo,1.9969101,19
1259,1983,Halloween II (1981),1981,Horror,crappy sequel|creepy|franchise|good sequel|halloween|horror|hospital|murder|original|scary|sequel|sequels|serial killer|slasher|suspense|teens,1.9961668,19
830,2148,House (1986),1986,Comedy|Horror,comedy|creepy|demons|ghosts|haunted house|horror|silly fun|supernatural,1.99466,19
1380,177,Lord of Illusions (1995),1995,Horror,cult|dark fantasy|demons|horror|splatter|supernatural,1.9935982,19
1261,1985,Halloween 4: The Return of Michael Myers (1988),1988,Horror,franchise|good sequel|halloween|horror|murder|original|sequel|sequels|serial killer|slasher|teens,1.9935799,19
2266,880,"Island of Dr. Moreau, The (1996)",1996,Sci-Fi|Thriller,animals|pointless,1.9929807,19
2746,487,Lightning Jack (1994),1994,Comedy|Western,comedy|western,1.9998424,20
3094,1869,Black Dog (1998),1998,Action|Thriller,action|action packed|car chase|chase|good action,1.9996054,20
1592,692,Solo (1996),1996,Action|Sci-Fi|Thriller,action|androids|cyborgs|fight scenes|good action,1.9988347,20
2808,1389,Jaws 3-D (1983),1983,Action|Horror,bad plot|franchise|original|predictable|shark|special effects,1.9988246,20
2894,1681,Mortal Kombat: Annihilation (1997),1997,Action|Adventure,adapted from:game|bad acting|bad cgi|bad plot|based on a video game|computer game|fight scenes|franchise|horrible|immortality|kung fu|lame|martial arts|ninja|original|pointless|so bad it's funny|special effects|video game|video game adaptation|videogame,1.9985301,20
2665,519,Robocop 3 (1993),1993,Sci-Fi|Thriller,action|crappy sequel|cyborgs|franchise|ninja|robots|sci fi|sequel|sequels|violence,1.9984325,20
1763,393,Street Fighter (1994),1994,Action,action|adapted from:game|based on a video game|computer game|fight scenes|fighting|martial arts|video game|video game adaptation|video games|videogame,1.998384,20
2775,2748,Allan Quartermain and the Lost City of Gold (1987),1987,Action|Adventure,action|adventure|franchise|indiana jones|jungle|so bad it's funny,1.9977851,20
2439,126,"NeverEnding Story III, The (1994)",1994,Adventure|Children's|Fantasy,fantasy,1.9977643,20
2779,1867,Tarzan and the Lost City (1998),1998,Action|Adventure,adventure,1.9976809,20
1560,2596,SLC Punk! (1998),1998,Comedy|Drama,1980s|coming of age|cult classic|drugs|fighting the system|good soundtrack|great movie|great soundtrack|heroin|independent film|narrated|original|punk|rebellion|suburbia|teen,1.99949,21
2299,627,"Last Supper, The (1995)",1995,Drama|Thriller,black comedy|dark comedy|dark humor|good soundtrack|great ending|murder|original|political|politics|powerful ending|very interesting,1.9978793,21
2111,3327,Beyond the Mat (2000),2000,Documentary,brutality,1.9896319,21
2103,3262,Twin Peaks: Fire Walk with Me (1992),1992,Drama|Mystery,dark|dreamlike|enigmatic|lynch|mystery|prequel|series|strange|surreal|surrealism|weird,1.9892603,21
1113,1827,"Big One, The (1997)",1997,Comedy|Documentary,business|capitalism|corporate america|corruption|documentary|greed|political|politics|propaganda|social commentary,1.985846,21
1327,2165,Your Friends and Neighbors (1998),1998,Drama,character study|dialogue|dialogue driven|ensemble cast|relationships|sexual|sexualized violence|talky,1.9799871,21
972,1216,"Big Blue, The (Le Grand Bleu) (1988)",1988,Adventure|Romance,70mm|beautiful scenery|beautifully filmed|cinematography|dolphins|love|love story|melancholic|visual,1.9789267,21
1880,574,Spanking the Monkey (1994),1994,Comedy|Drama,dysfunctional family|incest|mother-son relationship|original|pornography|psychological|sexual,1.9769382,21
816,81,Things to Do in Denver when You're Dead (1995),1995,Crime|Drama|Romance,cool|crime|crime gone awry|dialogue|ensemble cast|gangster|gangsters|good soundtrack|great acting|great dialogue|great ending|hit men|mafia|mob|neo-noir|organized crime|original|pulp|stylish|violence|violent,1.976174,21
1385,322,Swimming with Sharks (1995),1995,Comedy|Drama,black comedy|buddy movie|dark comedy|excellent script|great acting|great ending|manipulation|powerful ending|revenge|workplace,1.97456,21
2595,147,"Basketball Diaries, The (1995)",1995,Drama,addiction|based on a book|based on a true story|based on true story|drug abuse|drug addiction|drugs|good soundtrack|great acting|heroin|intense|mentor|true story|weed,1.9987302,22
1892,3426,Jungle Fever (1991),1991,Drama|Romance,interracial romance|race issues|relationships,1.9963578,22
1370,2639,Mommie Dearest (1981),1981,Drama,based on a book|based on book|camp|child abuse|cult classic|cult film,1.9923873,22
273,1840,He Got Game (1998),1998,Drama,basketball|corruption|father son relationship|jesus|original|sports,1.9769454,22
1121,1191,Madonna: Truth or Dare (1991),1991,Documentary,documentary,1.9565432,22
2182,3649,American Gigolo (1980),1980,Drama,murder|murder mystery|pornography|prostitution|stylish,1.9529917,22
1446,2114,"Outsiders, The (1983)",1983,Drama,adapted from:book|adolescence|based on a book|based on book|book|book was better|books|coming of age|good|great|great movie|literary adaptation|literature|mentor,1.9507921,22
1133,3480,Lucas (1986),1986,Drama,80s|adolescence|bullying|cheerleading|coming of age|coming-of-age|drama|friendship|geeks|high school|nostalgic|school|teen|teen movie|teenager|teenagers|teens|unlikely friendships,1.9472091,22
1510,1414,Mother (1996),1996,Comedy,comedy|humorous|original|quirky,1.9456043,22
905,2262,About Last Night... (1986),1986,Comedy|Drama|Romance,1980s|chick flick|friendship|love story|nudity (topless - notable)|relationships|romantic|sex|sexual|sexy|unlikely friendships,1.9436083,22
2152,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",1988,Documentary,criterion|rock and roll,1.9992459,23
1424,522,Romper Stomper (1992),1992,Action|Drama,australia|brutal|brutality|disturbing|fascism|gangs|good soundtrack|gratuitous violence|harsh|neo-nazis|original|skinhead|violence|violent|visceral,1.998682,23
2016,3718,American Pimp (1999),1999,Documentary,very interesting,1.9932055,23
1350,893,Mother Night (1996),1996,Drama,adaptation|adapted from:book|based on a book|germany|nazi|nazis|storytelling|wartime|world war ii,1.9927408,23
2704,3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",1993,Drama|Fantasy,original,1.989425,23
1277,1310,Hype! (1996),1996,Documentary,documentary|music|music business|musicians|original|rock and roll,1.9881458,23
2648,152,"Addiction, The (1995)",1995,Horror,addiction|allegory|cult film|drug abuse|drug addiction|goth|nocturnal|philosophical|vampire|vampires,1.9852632,23
2376,1483,Crash (1996),1996,Drama|Thriller,art house|cars|controversial|enigmatic|erotic|golden palm|obsession|pornography|sex|sexual|sexuality|sexualized violence|sexy|weird,1.983964,23
1706,2073,Fandango (1985),1985,Comedy,coming-of-age|friendship|great|great movie|unlikely friendships,1.9827615,23
2093,1255,Bad Taste (1987),1987,Comedy|Horror,alien|alien invasion|aliens|bloody|cult|cult classic|cult film|gore|gory|gruesome|horror|low budget|masterpiece|original|splatter|weird|zombie,1.9804196,23
1479,2891,"Happy, Texas (1999)",1999,Comedy,beauty pageant|comedy|funny|gay|gay character|homosexuality|off-beat comedy|original|small town,1.999219,24
302,1735,Great Expectations (1998),1998,Drama|Romance,adaptation|adapted from:book|amazing cinematography|based on a book|based on book|beautifully filmed|cinematography|literary adaptation|love story|romantic|visually appealing,1.9978708,24
1559,2310,"Mighty, The (1998)",1998,Drama,bullying|childhood|disability|feel good movie|feel-good|friendship|heartwarming|mentor|sentimental|tear jerker|touching|unlikely friendships,1.993089,24
721,26,Othello (1995),1995,Drama,adaptation|based on a play|betrayal|shakespeare|tragedy,1.9797975,24
1903,2883,Mumford (1999),1999,Comedy,eccentricity|feel good movie|feel-good|great acting|original|small town,1.9709113,24
2622,1758,Dangerous Beauty (1998),1998,Drama,,1.9648376,24
1220,1821,"Object of My Affection, The (1998)",1998,Comedy|Romance,gay|gay character|happy ending|homophobia|homosexuality|love|love story|queer|relationships|romantic|romantic comedy,1.9617659,24
2046,3831,Saving Grace (2000),2000,Comedy,british|british comedy|comedy|england|feel good movie|feel-good|funny|london|marijuana|secrets|weed,1.9595646,24
1501,3882,Bring It On (2000),2000,Comedy,cheerleading|chick flick|fun movie|girlie movie|high school|stereotypes|teen|teen movie|teenager|teenagers|teens,1.9591447,24
23,3186,"Girl, Interrupted (1999)",1999,Drama,based on a book|based on a true story|based on book|based on true story|depression|drama|girlie movie|good soundtrack|great acting|insanity|interesting|mental hospital|mental illness|oscar (best actress)|oscar (best supporting actress)|psychiatry|psychology|true story,1.9586102,24
508,2529,Planet of the Apes (1968),1968,Action|Sci-Fi,allegory|astronauts|classic|future|futuristic|humanity|imdb top 250|masterpiece|original|post-apocalyptic|sci fi|sci-fi|science fiction|scifi|social commentary|space opera|space travel|visually appealing,1.9969383,25
651,3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),1981,Action|Sci-Fi,action|action packed|apocalypse|australia|car chase|cars|chase|cult classic|desert|dystopia|future|futuristic|gangs|good action|lone hero|motorcycle|original|post apocalyptic|post-apocalyptic|realistic action|road movie|sequel|violence|violent|visceral,1.9833832,25
142,3702,Mad Max (1979),1979,Action|Sci-Fi,action|australia|australian|car chase|cars|chase|cult classic|dystopia|future|futuristic|gangs|good action|lone hero|motorcycle|original|post apocalyptic|post-apocalyptic|revenge|road movie|vengeance|vigilante|violence|violent,1.9790328,25
143,2366,King Kong (1933),1933,Action|Adventure|Horror,1930s|adventure|afi 100|allegory|classic|dinosaurs|effects|imdb top 250|island|jungle|masterpiece|monster|original|scary|special effects|spiders|stop motion|stop-motion,1.9445014,25
666,2288,"Thing, The (1982)",1982,Action|Horror|Sci-Fi|Thriller,alien|aliens|antarctica|classic|claustrophobic|creepy|cult classic|effects|gore|gory|horror|imdb top 250|isolation|masterpiece|monster|original|paranoia|sci fi|sci-fi|science fiction|scifi|special effects|splatter|suspense|suspenseful|tense|visceral|weird,1.934913,25
389,2662,"War of the Worlds, The (1953)",1953,Action|Sci-Fi|War,adapted from:book|alien|alien invasion|aliens|classic|effects|end of the world|first contact|futuristic|mars|original|sci fi|sci-fi|science fiction|scifi|space|space travel|special effects|technology|visual|weapons,1.9231882,25
690,2985,Robocop (1987),1987,Action|Crime|Sci-Fi,80s|action|android(s)/cyborg(s)|brutality|chase|criterion|cult classic|cyborgs|dialogue|dystopia|dystopic future|foul language|future|futuristic|good action|original|police|robot|robots|sci fi|sci-fi|science fiction|scifi|special effects|splatter|stop motion|story|vengeance|violence|violent|visceral|weapons,1.9165797,25
643,2664,Invasion of the Body Snatchers (1956),1956,Horror|Sci-Fi,1950s|alien|alien invasion|aliens|allegory|black and white|brainwashing|cerebral|classic|creepy|frightening|horror|masterpiece|ominous|original|paranoia|paranoid|scary|sci fi|sci-fi|science fiction|scifi|suspense|suspenseful|tense,1.9123812,25
484,2872,Excalibur (1981),1981,Action|Drama|Fantasy|Romance,adaptation|adapted from:book|betrayal|cinematography|epic|fantasy|fantasy world|good versus evil|high fantasy|historical|imagination|king arthur|magic|medieval|mythology|original|special effects|story|storytelling|sword fight|visual|visually stunning|wizards,1.9096359,25
679,2527,Westworld (1973),1973,Action|Sci-Fi|Thriller|Western,androids|cyberpunk|cyborgs|dystopia|future|futuristic|giant robots|gunfight|original|robot|robots|sci fi|sci-fi|science fiction|scifi|suspense|technology,1.9062504,25
452,3723,Hamlet (1990),1990,Drama,adaptation|amazing photography|based on a play|dramatic|literature|oscar (best actress)|shakespeare|visually appealing,1.9988712,26
57,2236,Simon Birch (1998),1998,Drama,adapted from:book|based on a book|based on book|destiny|drama|friendship|heartwarming|mentor|sentimental|tear jerker|touching|unlikely friendships,1.9968108,26
289,105,"Bridges of Madison County, The (1995)",1995,Drama|Romance,adultery|bittersweet|chick flick|love|love story|passionate|relationships|romance|romantic|sentimental,1.982548,26
439,282,Nell (1994),1994,Drama,drama|dramatic,1.979748,26
284,3528,"Prince of Tides, The (1991)",1991,Drama|Romance,adapted from:book|based on a book|based on book,1.9754971,26
606,1619,Seven Years in Tibet (1997),1997,Drama|War,adapted from:book|amazing photography|based on a book|based on true story|beautiful scenery|cinematography|historical|history|nazis|scenic|true story,1.9744534,26
1176,381,When a Man Loves a Woman (1994),1994,Drama,alcoholism|drinking|family drama|love|love story|marriage|relationships|romantic|touching,1.9736679,26
1513,848,"Spitfire Grill, The (1996)",1996,Drama,destiny|life philosophy|mentor|prison|redemption|sentimental|small town|touching,1.9735963,26
620,1672,"Rainmaker, The (1997)",1997,Drama,adapted from:book|based on a book|based on book|books|business|chase|corruption|court|courtroom|courtroom drama|drama|good|great movie|greed|interesting|justice|lawyer|lawyers|mentor,1.9734703,26
1371,1693,Amistad (1997),1997,Drama,africa|based on a true story|based on true story|civil war|courage|courtroom|drama|dramatic|factual|freedom|genocide|historical|history|oscar (best cinematography)|period piece|rebellion|slavery|spielberg|true story|us history,1.969836,26
1671,1260,M (1931),1931,Crime|Film-Noir|Thriller,atmospheric|black and white|bleak|classic|creepy|crime|criterion|germany|grim|imdb top 250|insanity|investigation|masterpiece|murder|murder mystery|noir|noir thriller|police investigation|psychological|serial killer|silent|storytelling|talky|tense|thriller|vigilante|vigilantism,1.9988647,27
949,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957,Drama,afterlife|allegory|black and white|bleak|breathtaking|cerebral|chess|criterion|death|enigmatic|existentialism|god|grim|imdb top 250|life & death|macabre|masterpiece|meditative|original|philosophical|reflective|storytelling|swedish,1.9977462,27
940,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950,Film-Noir,afi 100 (movie quotes)|amazing cinematography|black and white|classic|criterion|cynical|dark|dramatic|eerie|film noir|great acting|greed|hollywood|imdb top 250|insanity|interesting|loneliness|masterpiece|narrated|noir|obsession|original|oscar (best actress)|oscar (best directing)|oscar (best picture)|satirical|silent|talky,1.9862632,27
1274,3629,"Gold Rush, The (1925)",1925,Comedy,alaska|black and white|classic|comedy|criterion|dance|imdb top 250|masterpiece|narrated|original|runaway|silent|talky,1.9826274,27
941,2186,Strangers on a Train (1951),1951,Film-Noir|Thriller,black and white|classic|crime|criterion|great ending|hitchcock|imdb top 250|interesting|masterpiece|murder|obsession|original|oscar (best cinematography)|oscar (best directing)|police investigation|runaway|suspense|suspenseful|talky|tense|thriller|train,1.9770825,27
1346,3307,City Lights (1931),1931,Comedy|Drama|Romance,bittersweet|black and white|blindness|classic|comedy|criterion|drama|friendship|imdb top 250|love|love story|masterpiece|melancholic|melancholy|oscar (best actress)|oscar (best directing)|poignant|powerful ending|race issues|runaway|silent|social commentary|talky|touching|tragedy|visually appealing,1.9769312,27
1676,3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",1925,Drama|War,classic|criterion|imdb top 250|masterpiece|political|propaganda|rebellion|revolution|russia|russian|silent|talky|visual,1.9742098,27
979,3462,Modern Times (1936),1936,Comedy,1930s|afi 100|black and white|classic|comedy|criterion|downbeat|imdb top 250|masterpiece|original|poignant|silent|social commentary|talky|visually appealing|workplace,1.9719722,27
1072,1251,8 1/2 (1963),1963,Drama,affectionate|artistic|cerebral|creativity|criterion|dreamlike|dreams|enigmatic|existentialism|imagination|imdb top 250|innocence lost|intellectual|masterpiece|obsession|original|reflective|surreal|surrealism|talky|visually appealing|visually stunning|weird,1.9642309,27
977,3022,"General, The (1927)",1927,Comedy,afi 100|black and white|chase|civil war|comedy|criterion|dramatic|imdb top 250|masterpiece|runaway|silent|talky|train|trains,1.9638617,27
2883,1668,One Night Stand (1997),1997,Drama,,1.9997945,28
1907,1477,Love Jones (1997),1997,Romance,destiny|love|love story|relationships|romance|romantic,1.9991829,28
3043,2977,Crazy in Alabama (1999),1999,Comedy|Drama,,1.998606,28
2607,1798,Hush (1998),1998,Thriller,hitchcock,1.9980791,28
2344,1427,Turbulence (1997),1997,Thriller,serial killer,1.9978976,28
2948,2522,Airport '77 (1977),1977,Drama,airport|disaster|franchise|natural disaster,1.9977883,28
1840,1807,"Cool Dry Place, A (1998)",1998,Drama,destiny|drama|excellent script|father son relationship|good|great acting|great movie|life & death|mentor|parenthood|single father|small town,1.9976401,28
2785,3848,Silent Fall (1994),1994,Drama|Thriller,murder|murder mystery|police investigation,1.9976292,28
3107,2809,Love Stinks (1999),1999,Comedy,comedy|romantic comedy,1.9976001,28
2710,2586,"Goodbye, Lover (1999)",1999,Comedy|Crime|Thriller,neo-noir|twists & turns,1.9975859,28
943,947,My Man Godfrey (1936),1936,Comedy,1930s|classic|comedy|criterion|eccentricity|homeless|screwball|screwball comedy|witty,1.9986124,29
974,2208,"Lady Vanishes, The (1938)",1938,Comedy|Mystery|Romance|Thriller,classic|conspiracy|criterion|enigmatic|espionage|hitchcock|imdb top 250|mystery|obsession|original|runaway|secrets|spy|spying|suspense|suspenseful|talky|tense|thriller|train|witty,1.9966748,29
991,3341,Born Yesterday (1950),1950,Comedy,afi 100|based on a play|classic|dramatic|oscar|oscar (best actor)|oscar (best actress)|oscar (best supporting actress)|political corruption,1.9907576,29
1493,1066,Shall We Dance? (1937),1937,Comedy|Musical|Romance,dance|dancing|musical|spelling bee,1.9898862,29
1099,945,Top Hat (1935),1935,Comedy|Musical|Romance,classic|dance|dancing|imdb top 250|mistaken identity|musical,1.9865574,29
1724,936,Ninotchka (1939),1939,Comedy|Romance,classic|cold war|comedy|farce|idealism|imdb top 250|oscar (best actress)|paris|romance|romantic|romantic comedy|russia|russian|satire|screwball|talky|witty,1.9837518,29
1024,931,Spellbound (1945),1945,Mystery|Romance|Thriller,amnesia|based on a book|criterion|doctors|dreams|enigmatic|hitchcock|imdb top 250|mentor|murder|murder mystery|mystery|noir thriller|obsession|psychiatrist|psychiatry|psychological|psychology|suspense|suspenseful|talky|tense,1.9796419,29
1734,2936,Sullivan's Travels (1942),1942,Comedy,classic|coen bros|comedy|criterion|drama|imdb top 250|masterpiece|reflective|satire|satirical|screwball|screwball comedy|social commentary,1.9786588,29
939,905,It Happened One Night (1934),1934,Comedy,1930s|classic|great acting|imdb top 250|oscar|oscar (best actor)|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|oscar (best supporting actress)|oscar winner|romance|romantic|romantic comedy|runaway|screwball|screwball comedy|talky|witty,1.9762337,29
987,2935,"Lady Eve, The (1941)",1941,Comedy|Romance,black and white|classic|con artists|criterion|farce|imdb top 250|romance|romantic|romantic comedy|screwball|screwball comedy|sexy|witty,1.9757814,29
2514,2978,Three to Tango (1999),1999,Comedy|Romance,chick flick|gay|girlie movie|romantic|romantic comedy|stereotypes,1.9994121,30
2511,3225,Down to You (2000),2000,Comedy|Romance,chick flick|girlie movie|predictable|relationships|romance|romantic|romantic comedy|teen|teen movie|teens,1.9981964,30
2385,835,Foxfire (1996),1996,Drama,coming of age|friendship|male nudity|unlikely friendships|women,1.9968476,30
1502,3646,Big Momma's House (2000),2000,Comedy,comedy|funny|predictable|undercover cop|very funny,1.9967625,30
1966,340,"War, The (1994)",1994,Adventure|Drama,drama|war,1.9964747,30
1823,2806,Teaching Mrs. Tingle (1999),1999,Comedy|Thriller,high school|teacher|teen|teen movie|teens,1.9960642,30
1977,1726,"Postman, The (1997)",1997,Drama,apocalypse|based on a book|dystopia|end of the world|post apocalyptic|post-apocalyptic,1.9955883,30
1987,408,8 Seconds (1994),1994,Drama,destiny|love story|true story,1.9948635,30
2065,2574,"Out-of-Towners, The (1999)",1999,Comedy,comedy|original|remake,1.9946182,30
2761,875,Nothing to Lose (1994),1994,Drama,,1.9937869,30
1534,1938,"Lost Weekend, The (1945)",1945,Drama,addiction|alcoholism|bleak|character study|compassionate|downbeat|dramatic|drinking|exceptional acting|forceful|golden palm|great acting|grim|imdb top 250|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture),1.9994807,31
1507,3011,"They Shoot Horses, Don't They? (1969)",1969,Drama,1930s|bleak|character study|compassionate|dance|depressing|depression|downbeat|dramatic|existentialism|loneliness|melancholy|original|oscar (best actress)|oscar (best directing)|oscar (best supporting actor)|oscar (best supporting actress)|social commentary,1.9985331,31
1771,1942,All the King's Men (1949),1949,Drama,biographical|corruption|drama|dramatic|fascism|great acting|idealism|imdb top 250|long|manipulation|mentor|oscar|oscar (best actor)|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|oscar (best supporting actress)|oscar winner|political|political corruption|politics|race issues|talky|world politics,1.9933925,31
1508,2212,"Man Who Knew Too Much, The (1934)",1934,Thriller,assassin|assassination|criterion|hitchcock|kidnapping|murder|original|secrets|spying|suspense|suspenseful|talky|tense,1.9933817,31
1503,3789,"Pawnbroker, The (1965)",1965,Drama,bleak|character study|downbeat|dramatic|emotional|guilt|heartbreaking|holocaust|intense|jews|loneliness|nazi|nazis|oscar (best actor)|oscar (best actress)|oscar (best directing)|poland|tragedy,1.9854755,31
1090,1946,Marty (1955),1955,Drama|Romance,bittersweet|excellent script|great acting|loneliness|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actress)|oscar winner,1.9850194,31
1017,3546,What Ever Happened to Baby Jane? (1962),1962,Drama|Thriller,classic|creepy|criterion|cult classic|cult film|dark|disturbing|great acting|insanity|macabre|original|oscar (best actress)|psychological|psychology|sisters|suspense|suspenseful,1.982016,31
1028,949,East of Eden (1955),1955,Drama,adapted from:book|based on a book|based on book|brothers|cinematography|complex characters|dramatic|exceptional acting|imdb top 250|oscar (best actress)|oscar (best directing)|oscar (best supporting actress)|runaway,1.9806526,31
1528,3350,"Raisin in the Sun, A (1961)",1961,Drama,based on a play|drama|dramatic|exceptional acting|family|greed|oscar (best actress)|oscar (best directing)|poverty|prejudice|racism,1.9798913,31
1042,2612,Mildred Pierce (1945),1945,Drama,adapted from:book|amazing cinematography|betrayal|dramatic|film noir|mother daughter relationship|murder|murder mystery|noir|oscar (best actress)|oscar (best directing)|oscar (best supporting actress)|rags to riches|talky,1.9786136,31
2090,3925,Stranger Than Paradise (1984),1984,Comedy,black and white|bleak|criterion|deadpan|enigmatic|independent film|loneliness|meditative|melancholic|quirky|visually appealing,1.998939,32
1888,3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),1999,Documentary,death|death penalty|documentary|free speech|holocaust|jews|very interesting|visually appealing,1.9980872,32
2078,2330,Hands on a Hard Body (1996),1996,Documentary,documentary|original|texas,1.9905027,32
184,1649,"Fast, Cheap & Out of Control (1997)",1997,Documentary,documentary|lions|obsession|original|robot|robots|very interesting,1.9890664,32
1940,3859,"Eyes of Tammy Faye, The (2000)",2000,Documentary,documentary,1.9862174,32
1162,556,"War Room, The (1993)",1993,Documentary,criterion|documentary|political|politics|president|very interesting|world politics,1.9861467,32
2004,3077,42 Up (1998),1998,Documentary,criterion|homeless|reflective|series,1.9838789,32
1392,190,Safe (1995),1995,Thriller,enigmatic|environment|intimate|loneliness,1.9821875,32
1933,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1996,Documentary,amazing cinematography|beautiful|beautifully filmed|cinematography|documentary|french|intimate|narrated|nature|photography|stunning|visual|visually appealing,1.981078,32
1426,3747,Jesus' Son (1999),1999,Drama,addiction|drug abuse|drug addiction|drugs|good soundtrack|hallucinatory|heroin|independent film|narrated|original|redemption,1.980424,32
1132,3551,Marathon Man (1976),1976,Thriller,amazing photography|assassination|chase|conspiracy|espionage|exceptional acting|frightening|great acting|imdb top 250|intense|jews|nazi|nazis|original|oscar (best directing)|paranoia|secrets|spy|spying|suspense|suspenseful|tense|thriller|torture|twists & turns|violence|visceral|world war ii,1.9964304,33
1030,3735,Serpico (1973),1973,Crime|Drama,adapted from:book|based on a true story|based on true story|biopic|character study|corruption|crime|drama|dramatic|excellent script|forceful|good|great acting|great movie|gritty|imdb top 250|intense|interesting|mentor|new york|new york city|organized crime|original|oscar (best directing)|police|police corruption|police investigation|political corruption|realistic|true story|undercover cop,1.9951166,33
131,3168,Easy Rider (1969),1969,Adventure|Drama,awesome soundtrack|criterion|drug abuse|drugs|freedom|golden palm|marijuana|road movie|road trip|social commentary|stoner movie,1.9944403,33
579,1263,"Deer Hunter, The (1978)",1978,Drama|War,afi 100|best war films|brutality|dramatic|forceful|friendship|great acting|imdb top 250|innocence lost|intense|masterpiece|original|oscar (best directing)|oscar (best editing)|oscar (best picture)|oscar (best supporting actor)|russian|tense|unlikely friendships|vietnam|vietnam war|war|war movie,1.9821566,33
134,2871,Deliverance (1972),1972,Adventure|Thriller,brutality|disturbing|gunfight|imdb top 250|intense|interesting|original|oscar (best directing)|psychology|rape|sexualized violence|suspense|suspenseful|tense|violence|violent|visceral|wilderness,1.9684988,33
1360,3198,Papillon (1973),1973,Drama,based on a book|based on a true story|based on book|based on true story|biographical|book was better|brutality|courage|friendship|great|great ending|great movie|imdb top 250|mentor|original|oscar (best directing)|prison|prison escape|survival|true story,1.9654833,33
842,2917,Body Heat (1981),1981,Crime|Thriller,adultery|atmospheric|betrayal|classic|complicated|complicated plot|erotic|film noir|great acting|lawyer|manipulation|murder|murder mystery|neo-noir|noir|plot twist|police investigation|sexy|thriller|twist ending|twists & turns,1.9648674,33
1538,2819,Three Days of the Condor (1975),1975,Thriller,assassin|assassination|assassins|based on a book|chase|cia|cold war|conspiracy|conspiracy theory|enigmatic|espionage|hit men|intense|lone hero|moral ambiguity|murder|oscar (best cinematography)|paranoia|paranoid|secrets|spies|spy|spying|surveillance|suspense|suspenseful|tense|thriller|tom clancy|twists & turns,1.9508896,33
999,3362,Dog Day Afternoon (1975),1975,Comedy|Crime|Drama,bank robbery|based on a true story|based on true story|character study|corruption|crime|crime gone awry|dark humor|drama|dramatic|good soundtrack|great|great acting|great ending|great movie|greed|heist|hostage|imdb top 250|intense|interesting|masterpiece|original|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|police|police corruption|realistic|robbery|social commentary|suspense|talky|tense|true story|twists & turns,1.9486724,33
1038,2467,"Name of the Rose, The (1986)",1986,Mystery,adapted from:book|based on a book|based on book|book|book was better|books|complex|dark|investigation|literature|medieval|mentor|murder|murder mystery|mystery|original|secrets,1.9404157,33
741,1587,Conan the Barbarian (1982),1982,Action|Adventure,action|adventure|arnold|awesome soundtrack|based on a comic|brutality|classic|cult classic|cult film|dialogue|epic|fantasy|fantasy world|fight scenes|fighting|high fantasy|immortality|mythology|quotable|snakes|special effects|storytelling|sword fight|sword fighting|vengeance|violence|violent|visual|weapons|wizards,1.998426,34
414,1371,Star Trek: The Motion Picture (1979),1979,Action|Adventure|Sci-Fi,alien|aliens|first contact|franchise|sci fi|sci-fi|science fiction|scifi|series|space|space opera|special effects|star trek,1.9968488,34
782,2641,Superman II (1980),1980,Action|Adventure|Sci-Fi,action|adapted from:comic|alter ego|based on a comic|big budget|comic book|comic book adaption|comics|dc comics|franchise|good sequel|original|sequels|special effects|super hero|super-hero|superhero|superheroes,1.9882412,34
