field_x,value_x,field_y,value_y,n_x,n_y,n_both,decoupling_mass,norm_decoupling
section_name,"Womens Swimwear, beachwear",colour_group_name,Yellowish Brown,511,256,10,747,0.9867899603698811
product_type_name,Vest top,colour_group_name,Dark Orange,411,126,7,523,0.9867924528301887
section_name,Men Underwear,graphical_appearance_name,Mixed solid/pattern,489,48,7,523,0.9867924528301887
product_type_name,Shirt,colour_group_name,Off White,432,412,11,822,0.9867947178871549
section_name,Divided Accessories,colour_group_name,Light Beige,191,653,11,822,0.9867947178871549
department_name,Clean Lingerie,colour_group_name,White,147,1311,19,1420,0.9867963863794301
department_name,Tops Woven,graphical_appearance_name,Dot,208,99,4,299,0.9867986798679867
colour_group_name,Greenish Khaki,graphical_appearance_name,All over pattern,381,1462,24,1795,0.9868059373282023
section_name,Contemporary Street,colour_group_name,Beige,142,626,10,748,0.9868073878627969
department_name,Shorts,colour_group_name,Dark Grey,137,401,7,524,0.9868173258003766
product_type_name,Polo shirt,colour_group_name,Dark Blue,41,805,11,824,0.9868263473053892
department_name,Blouse & Dress,colour_group_name,Light Orange,184,201,5,375,0.9868421052631579
department_name,Light Basic Jersey,colour_group_name,Orange,188,120,4,300,0.9868421052631579
section_name,Boys Underwear & Basics,colour_group_name,Light Turquoise,87,67,2,150,0.9868421052631579
department_name,Studio Collection,product_type_name,Swimsuit,9,68,1,75,0.9868421052631579
product_type_name,Hoodie,colour_group_name,Off White,282,412,9,676,0.9868613138686131
product_type_name,Scarf,graphical_appearance_name,All over pattern,81,1462,20,1503,0.9868680236375574
department_name,Tops Knitwear,colour_group_name,Light Beige,196,653,11,827,0.986873508353222
department_name,Knitwear,colour_group_name,Yellow,540,155,9,677,0.9868804664723032
department_name,Denim shorts,product_type_name,Shorts,8,301,4,301,0.9868852459016394
department_name,Loungewear,graphical_appearance_name,Stripe,131,410,7,527,0.9868913857677902
section_name,Mama,colour_group_name,Blue,318,455,10,753,0.9868938401048493
product_type_name,Blazer,colour_group_name,Light Pink,194,502,9,678,0.9868995633187773
department_name,Shorts & Skirts,colour_group_name,Dark Blue,46,805,11,829,0.986904761904762
department_name,Bags,colour_group_name,Yellowish Brown,131,256,5,377,0.9869109947643979
section_name,"Womens Swimwear, beachwear",colour_group_name,Dark Blue,511,805,17,1282,0.9869130100076983
section_name,Boys Underwear & Basics,graphical_appearance_name,Melange,87,843,12,906,0.9869281045751634
department_name,Casual Lingerie,colour_group_name,Light Green,240,70,4,302,0.9869281045751634
product_type_name,Sneakers,graphical_appearance_name,Colour blocking,60,95,2,151,0.9869281045751634
product_type_name,T-shirt,graphical_appearance_name,All over pattern,786,1462,29,2190,0.9869310500225327
colour_group_name,Green,graphical_appearance_name,Stripe,133,410,7,529,0.9869402985074627
section_name,Womens Premium,graphical_appearance_name,Solid,138,7935,104,7865,0.9869494290375204
department_name,Tops Fancy Jersey,colour_group_name,Off White,209,412,8,605,0.9869494290375204
department_name,Dresses,colour_group_name,Off White,287,412,9,681,0.9869565217391304
department_name,Baby basics,colour_group_name,Dark Red,58,175,3,227,0.9869565217391304
department_name,Campaigns,colour_group_name,Light Orange,32,201,3,227,0.9869565217391304
department_name,Tops Fancy Jersey,graphical_appearance_name,Mesh,209,24,3,227,0.9869565217391304
section_name,Womens Everyday Collection,colour_group_name,Light Purple,1668,119,23,1741,0.9869614512471655
department_name,Swimwear,colour_group_name,Other Yellow,526,18,7,530,0.9869646182495344
department_name,Jersey Fancy,colour_group_name,Light Beige,202,653,11,833,0.9869668246445498
department_name,Denim trousers,colour_group_name,Light Grey,109,202,4,303,0.9869706840390879
department_name,Outdoor/Blazers,colour_group_name,Dark Beige,134,177,4,303,0.9869706840390879
department_name,Belts,colour_group_name,Gold,91,298,5,379,0.9869791666666666
product_type_name,Hair string,colour_group_name,Off White,55,412,6,455,0.9869848156182213
colour_group_name,Yellow,graphical_appearance_name,Other structure,155,312,6,455,0.9869848156182213
product_type_name,Underwear bottom,colour_group_name,Orange,425,120,7,531,0.9869888475836431
colour_group_name,Light Pink,graphical_appearance_name,Placement print,502,200,9,684,0.987012987012987
section_name,Womens Trend,colour_group_name,Light Orange,423,201,8,608,0.987012987012987
department_name,Divided+,graphical_appearance_name,Application/3D,101,55,2,152,0.987012987012987
department_name,Small Accessories,graphical_appearance_name,Glittering/Metallic,80,76,2,152,0.987012987012987
department_name,Baby Boy Outdoor,product_type_name,Garment Set,8,70,1,76,0.987012987012987
department_name,Kids Boy Shorts,section_name,Kids Boy,1,77,1,76,0.987012987012987
department_name,Jacket Casual,colour_group_name,Dark Yellow,22,56,1,76,0.987012987012987
department_name,Trousers & Skirt,colour_group_name,Turquoise,39,39,1,76,0.987012987012987
product_type_name,Dungarees,section_name,Baby Girl,19,59,1,76,0.987012987012987
product_type_name,Earring,colour_group_name,Light Pink,201,502,9,685,0.9870317002881844
product_type_name,Blazer,graphical_appearance_name,Solid,194,7935,104,7921,0.9870404984423676
department_name,Woven top,colour_group_name,White,96,1311,18,1371,0.9870410367170627
department_name,Swimwear,colour_group_name,Yellowish Brown,526,256,10,762,0.9870466321243523
section_name,Womens Everyday Basics,colour_group_name,Off White,371,412,10,763,0.9870633893919794
department_name,Baby Exclusive,colour_group_name,Light Beige,52,653,9,687,0.9870689655172413
section_name,Baby Boy,colour_group_name,Dark Grey,69,401,6,458,0.9870689655172413
department_name,Baby basics,colour_group_name,Dark Beige,58,177,3,229,0.9870689655172413
department_name,Small Accessories,colour_group_name,Yellow,80,155,3,229,0.9870689655172413
department_name,Underwear Jersey,colour_group_name,Dark Red,60,175,3,229,0.9870689655172413
department_name,Belts,colour_group_name,Black,91,3826,50,3817,0.987070080165503
department_name,Ladies Sport Bottoms,colour_group_name,Black,94,3826,50,3820,0.9870801033591732
section_name,Baby Girl,colour_group_name,Off White,59,412,6,459,0.9870967741935484
department_name,Baby basics,graphical_appearance_name,Dot,58,99,2,153,0.9870967741935484
section_name,Womens Premium,colour_group_name,Off White,138,412,7,536,0.9871086556169429
product_type_name,Trousers,colour_group_name,Off White,1789,412,28,2145,0.9871145881270134
department_name,Blazer S&T,graphical_appearance_name,Melange,22,843,11,843,0.9871194379391101
product_type_name,Scarf,colour_group_name,Yellow,81,155,3,230,0.9871244635193133
department_name,Outdoor/Blazers,colour_group_name,Light Beige,134,653,10,767,0.9871299871299871
section_name,Womens Everyday Basics,colour_group_name,Light Beige,371,653,13,998,0.9871414441147379
section_name,Divided Collection,graphical_appearance_name,Glittering/Metallic,1421,76,19,1459,0.9871447902571042
department_name,Trouser S&T,product_type_name,Trousers,24,1789,23,1767,0.9871508379888269
department_name,Light Basic Jersey,graphical_appearance_name,Solid,188,7935,103,7917,0.9871571072319202
product_type_name,Skirt,colour_group_name,Dark Red,456,175,8,615,0.9871589085072231
product_type_name,Skirt,colour_group_name,Off White,456,412,11,846,0.9871645274212368
department_name,Baby basics,colour_group_name,Light Beige,58,653,9,693,0.9871794871794872
product_type_name,Earrings,section_name,Womens Small accessories,9,702,9,693,0.9871794871794872
product_type_name,Dungarees,colour_group_name,Blue,19,455,6,462,0.9871794871794872
product_type_name,Pyjama bottom,colour_group_name,Light Grey,35,202,3,231,0.9871794871794872
product_type_name,Underwear body,colour_group_name,Light Orange,36,201,3,231,0.9871794871794872
department_name,Baby Boy Woven,colour_group_name,Dark Yellow,23,56,1,77,0.9871794871794872
department_name,Tops Fancy Jersey,graphical_appearance_name,Solid,209,7935,103,7938,0.9871906479293621
product_type_name,Bra,colour_group_name,Grey,446,424,11,848,0.9871944121071012
section_name,Womens Trend,graphical_appearance_name,Melange,423,843,16,1234,0.9872
product_type_name,Skirt,colour_group_name,Dark Beige,456,177,8,617,0.9872
section_name,Divided Projects,colour_group_name,Dark Green,301,253,7,540,0.9872029250457038
department_name,Skirts,colour_group_name,Light Blue,107,368,6,463,0.9872068230277186
product_type_name,Shorts,colour_group_name,Off White,301,412,9,695,0.9872159090909091
product_type_name,Sneakers,colour_group_name,Light Beige,60,653,9,695,0.9872159090909091
department_name,Tops Fancy Jersey,colour_group_name,Dark Pink,209,108,4,309,0.987220447284345
product_type_name,Cardigan,colour_group_name,Red,192,125,4,309,0.987220447284345
product_type_name,Jacket,colour_group_name,Pink,427,287,9,696,0.9872340425531915
department_name,Baby Exclusive,colour_group_name,Grey,52,424,6,464,0.9872340425531915
department_name,Jersey Basic,colour_group_name,Light Yellow,365,111,6,464,0.9872340425531915
product_type_name,Hat/beanie,colour_group_name,Grey,52,424,6,464,0.9872340425531915
department_name,Woven Tops,colour_group_name,Dark Red,63,175,3,232,0.9872340425531915
section_name,Womens Everyday Basics,colour_group_name,Light Pink,371,502,11,851,0.9872389791183295
colour_group_name,Dark Orange,graphical_appearance_name,All over pattern,126,1462,20,1548,0.9872448979591837
department_name,Divided+,colour_group_name,Blue,101,455,7,542,0.9872495446265938
section_name,Baby Boy,colour_group_name,Dark Blue,69,805,11,852,0.9872537659327926
department_name,Trouser,colour_group_name,Grey,609,424,13,1007,0.9872549019607844
section_name,Divided Projects,colour_group_name,Light Beige,301,653,12,930,0.9872611464968153
section_name,Contemporary Street,colour_group_name,Light Beige,142,653,10,775,0.9872611464968153
department_name,Kids Girl Jersey Fancy,graphical_appearance_name,Front print,30,129,2,155,0.9872611464968153
colour_group_name,Green,graphical_appearance_name,All over pattern,133,1462,20,1555,0.9873015873015873
product_type_name,Blouse,graphical_appearance_name,Dot,619,99,9,700,0.9873060648801129
product_type_name,Shirt,section_name,H&M+,432,366,10,778,0.9873096446700508
department_name,Outwear,product_type_name,Blazer,205,194,5,389,0.9873096446700508
product_type_name,Bag,graphical_appearance_name,Solid,125,7935,101,7858,0.9873099635632617
product_type_name,Cardigan,colour_group_name,Pink,192,287,6,467,0.9873150105708245
product_type_name,Dress,graphical_appearance_name,Check,1604,314,24,1870,0.9873284054910243
section_name,Divided Basics,colour_group_name,Light Grey,438,202,8,624,0.9873417721518988
product_type_name,Garment Set,graphical_appearance_name,Stripe,70,410,6,468,0.9873417721518988
product_type_name,Blazer,colour_group_name,Dark Orange,194,126,4,312,0.9873417721518988
product_type_name,Earring,colour_group_name,Light Purple,201,119,4,312,0.9873417721518988
product_type_name,Hat/beanie,colour_group_name,Dark Pink,52,108,2,156,0.9873417721518988
department_name,Accessories,product_type_name,Hat/beanie,28,52,1,78,0.9873417721518988
department_name,Kids Girl Jersey Fancy,colour_group_name,Purple,30,50,1,78,0.9873417721518988
department_name,Knit & Woven,colour_group_name,Other Yellow,62,18,1,78,0.9873417721518988
department_name,Tops Knitwear DS,graphical_appearance_name,Jacquard,10,70,1,78,0.9873417721518988
product_type_name,Swimsuit,colour_group_name,Other Green,68,12,1,78,0.9873417721518988
product_type_name,Night gown,graphical_appearance_name,Jacquard,10,70,1,78,0.9873417721518988
section_name,Womens Casual,graphical_appearance_name,All over pattern,540,1462,25,1952,0.9873545776428932
department_name,Woven Premium,product_type_name,Shirt,49,432,6,469,0.9873684210526316
department_name,Scarves,colour_group_name,Yellowish Brown,65,256,4,313,0.9873817034700315
section_name,Womens Jackets,colour_group_name,Black,187,3826,50,3913,0.9873832954832198
product_type_name,Trousers,section_name,Womens Premium,1789,138,24,1879,0.9873883342091434
section_name,Womens Everyday Basics,colour_group_name,Light Yellow,371,111,6,470,0.9873949579831933
colour_group_name,Off White,graphical_appearance_name,Jacquard,412,70,6,470,0.9873949579831933
product_type_name,Hair/alice band,colour_group_name,Orange,121,120,3,235,0.9873949579831933
department_name,Scarves,graphical_appearance_name,All over pattern,65,1462,19,1489,0.9874005305039788
department_name,Blouse,colour_group_name,Green,591,133,9,706,0.9874125874125874
department_name,Tops Knitwear,colour_group_name,Pink,196,287,6,471,0.9874213836477987
product_type_name,Hair/alice band,colour_group_name,Light Orange,121,201,4,314,0.9874213836477987
department_name,Baby Boy Jersey Fancy,colour_group_name,Green,28,133,2,157,0.9874213836477987
product_type_name,Underwear body,colour_group_name,Red,36,125,2,157,0.9874213836477987
product_type_name,Underwear bottom,colour_group_name,Greenish Khaki,425,381,10,786,0.9874371859296482
department_name,Belts,graphical_appearance_name,Other structure,91,312,5,393,0.9874371859296482
department_name,Dress,colour_group_name,Yellow,490,155,8,629,0.9874411302982732
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Light Beige,476,653,14,1101,0.9874439461883409
department_name,Scarves,colour_group_name,Dark Beige,65,177,3,236,0.9874476987447699
colour_group_name,Light Blue,graphical_appearance_name,Melange,368,843,15,1181,0.9874581939799331
section_name,Divided Basics,graphical_appearance_name,Contrast,438,47,6,473,0.9874739039665971
department_name,Jersey Basic,colour_group_name,Light Orange,365,201,7,552,0.9874776386404294
section_name,Contemporary Street,colour_group_name,Grey,142,424,7,552,0.9874776386404294
section_name,Baby Essentials & Complements,graphical_appearance_name,Solid,242,7935,101,7975,0.9874938088162457
department_name,Blouse & Dress,colour_group_name,Beige,184,626,10,790,0.9875
department_name,Ladies Sport Bras,colour_group_name,Orange,204,120,4,316,0.9875
department_name,Skirt,graphical_appearance_name,Embroidery,159,165,4,316,0.9875
department_name,Denim Trousers,colour_group_name,Other,234,9,3,237,0.9875
section_name,Womens Jackets,colour_group_name,Dark Yellow,187,56,3,237,0.9875
department_name,Shirt,colour_group_name,Dark Turquoise,125,37,2,158,0.9875
product_type_name,Bodysuit,graphical_appearance_name,Glittering/Metallic,86,76,2,158,0.9875
department_name,Small Accessories,product_type_name,Eyeglasses,80,1,1,79,0.9875
department_name,Underwear Jersey,graphical_appearance_name,Other pattern,60,21,1,79,0.9875
product_type_name,Bucket hat,section_name,Men Accessories,1,80,1,79,0.9875
product_type_name,Eyeglasses,section_name,Men Accessories,1,80,1,79,0.9875
section_name,"Kids Accessories, Swimwear & D",colour_group_name,Light Turquoise,14,67,1,79,0.9875
colour_group_name,Yellowish Brown,graphical_appearance_name,Other structure,256,312,7,554,0.9875222816399287
product_type_name,Bag,section_name,Ladies H&M Sport,125,362,6,475,0.9875259875259875
product_type_name,Jumpsuit/Playsuit,graphical_appearance_name,All over pattern,81,1462,19,1505,0.9875328083989501
department_name,Jewellery,colour_group_name,White,315,1311,20,1586,0.987546699875467
department_name,Newborn,colour_group_name,Off White,76,412,6,476,0.9875518672199171
department_name,Projects Jersey & Knitwear,colour_group_name,Light Grey,42,202,3,238,0.9875518672199171
department_name,Dresses,colour_group_name,Orange,287,120,5,397,0.9875621890547264
product_type_name,Hoodie,colour_group_name,Red,282,125,5,397,0.9875621890547264
section_name,Womens Big accessories,colour_group_name,Gold,272,298,7,556,0.9875666074600356
department_name,Denim Other Garments,colour_group_name,Dark Blue,91,805,11,874,0.9875706214689266
department_name,Newborn,product_type_name,Leggings/Tights,76,250,4,318,0.9875776397515528
product_type_name,Garment Set,colour_group_name,Yellowish Brown,70,256,4,318,0.9875776397515528
department_name,Kids Girl Jersey Fancy,colour_group_name,Green,30,133,2,159,0.9875776397515528
product_type_name,Leggings/Tights,graphical_appearance_name,All over pattern,250,1462,21,1670,0.9875813128326434
section_name,H&M+,colour_group_name,Light Blue,366,368,9,716,0.9875862068965517
department_name,Jersey fancy,colour_group_name,Light Green,338,70,5,398,0.9875930521091811
product_type_name,Garment Set,colour_group_name,Dark Red,70,175,3,239,0.987603305785124
department_name,Jewellery,colour_group_name,Light Pink,315,502,10,797,0.9876084262701363
product_type_name,Garment Set,colour_group_name,Light Pink,70,502,7,558,0.9876106194690265
section_name,Womens Everyday Basics,colour_group_name,Light Orange,371,201,7,558,0.9876106194690265
department_name,Tops Woven,colour_group_name,Light Purple,208,119,4,319,0.9876160990712074
section_name,Womens Big accessories,graphical_appearance_name,Application/3D,272,55,4,319,0.9876160990712074
colour_group_name,Grey,graphical_appearance_name,Other structure,424,312,9,718,0.9876203576341128
department_name,Dress,graphical_appearance_name,Stripe,490,410,11,878,0.9876265466816648
colour_group_name,Dark Blue,graphical_appearance_name,Colour blocking,805,95,11,878,0.9876265466816648
department_name,Socks Wall,colour_group_name,Grey,67,424,6,479,0.9876288659793815
product_type_name,Underwear bottom,section_name,Girls Underwear & Basics,425,66,6,479,0.9876288659793815
section_name,Womens Trend,colour_group_name,Dark Blue,423,805,15,1198,0.9876339653751031
section_name,H&M+,colour_group_name,Dark Orange,366,126,6,480,0.9876543209876543
section_name,Young Boy,colour_group_name,Dark Grey,91,401,6,480,0.9876543209876543
section_name,Divided Basics,graphical_appearance_name,Treatment,438,54,6,480,0.9876543209876543
product_type_name,Belt,colour_group_name,Gold,112,298,5,400,0.9876543209876543
department_name,Ladies Sport Woven,product_type_name,Shorts,27,301,4,320,0.9876543209876543
product_type_name,Heels,section_name,Womens Shoes,4,324,4,320,0.9876543209876543
section_name,Womens Big accessories,colour_group_name,Dark Yellow,272,56,4,320,0.9876543209876543
product_type_name,Swimwear bottom,colour_group_name,Other Yellow,228,18,3,240,0.9876543209876543
section_name,Kids Girl,colour_group_name,Dark Beige,69,177,3,240,0.9876543209876543
department_name,Studio Collection,colour_group_name,Yellow,9,155,2,160,0.9876543209876543
section_name,Baby Boy,graphical_appearance_name,Colour blocking,69,95,2,160,0.9876543209876543
department_name,Campaigns,colour_group_name,Purple,32,50,1,80,0.9876543209876543
department_name,Accessories,graphical_appearance_name,Treatment,28,54,1,80,0.9876543209876543
product_type_name,Dress,colour_group_name,Light Purple,1604,119,21,1681,0.9876615746180963
product_type_name,Sweater,section_name,Baby Boy,1081,69,14,1122,0.9876760563380281
product_type_name,Blazer,colour_group_name,Greenish Khaki,194,381,7,561,0.9876760563380281
product_type_name,Skirt,colour_group_name,Dark Turquoise,456,37,6,481,0.9876796714579056
section_name,Mama,colour_group_name,Dark Red,318,175,6,481,0.9876796714579056
section_name,Contemporary Smart,colour_group_name,Off White,246,412,8,642,0.9876923076923076
department_name,Hair Accessories,colour_group_name,Orange,209,120,4,321,0.9876923076923076
department_name,Tops Fancy Jersey,colour_group_name,Orange,209,120,4,321,0.9876923076923076
department_name,Tops Knitwear,colour_group_name,Green,196,133,4,321,0.9876923076923076
product_type_name,Vest top,colour_group_name,Off White,411,412,10,803,0.9876998769987699
product_type_name,Garment Set,colour_group_name,Dark Beige,70,177,3,241,0.9877049180327869
department_name,Young Girl Denim,product_type_name,Trousers,23,1789,22,1768,0.9877094972067039
product_type_name,Dress,colour_group_name,Dark Orange,1604,126,21,1688,0.9877121123464014
department_name,Dresses,colour_group_name,Red,287,125,5,402,0.9877149877149877
product_type_name,Bag,colour_group_name,Pink,125,287,5,402,0.9877149877149877
department_name,Trouser,section_name,Men Suits & Tailoring,609,133,9,724,0.9877216916780355
section_name,Womens Everyday Collection,graphical_appearance_name,Other structure,1668,312,24,1932,0.9877300613496932
department_name,Asia Assortment,graphical_appearance_name,Check,16,314,4,322,0.9877300613496932
department_name,Kids Boy Jersey Fancy,product_type_name,T-shirt,40,786,10,806,0.9877450980392157
product_type_name,Shirt,section_name,Ladies Denim,432,394,10,806,0.9877450980392157
department_name,Tops Fancy Jersey,colour_group_name,Pink,209,287,6,484,0.9877551020408163
department_name,Blazer S&T,colour_group_name,Dark Blue,22,805,10,807,0.9877600979192166
colour_group_name,Light Grey,graphical_appearance_name,Front print,202,129,4,323,0.9877675840978594
colour_group_name,Dark Green,graphical_appearance_name,Stripe,253,410,8,647,0.9877862595419847
product_type_name,Underwear bottom,colour_group_name,Light Beige,425,653,13,1052,0.9877934272300469
department_name,Projects Dresses,colour_group_name,Off White,86,412,6,486,0.9878048780487805
department_name,Divided+,graphical_appearance_name,Check,101,314,5,405,0.9878048780487805
product_type_name,Hoodie,colour_group_name,Green,282,133,5,405,0.9878048780487805
department_name,Young Boy Socks,product_type_name,Socks,4,328,4,324,0.9878048780487805
department_name,Suit,colour_group_name,Dark Green,79,253,4,324,0.9878048780487805
product_type_name,Coat,colour_group_name,Light Grey,47,202,3,243,0.9878048780487805
product_type_name,Ring,colour_group_name,Light Purple,47,119,2,162,0.9878048780487805
department_name,Young Boy Jersey Fancy,product_type_name,Polo shirt,42,41,1,81,0.9878048780487805
department_name,Baby Girl Knitwear,colour_group_name,Light Turquoise,16,67,1,81,0.9878048780487805
department_name,Baby Girl Woven,colour_group_name,Light Turquoise,16,67,1,81,0.9878048780487805
department_name,Baby Nightwear,colour_group_name,Light Turquoise,16,67,1,81,0.9878048780487805
department_name,Accessories,graphical_appearance_name,Application/3D,28,55,1,81,0.9878048780487805
product_type_name,Backpack,section_name,Men Accessories,3,80,1,81,0.9878048780487805
product_type_name,Weekend/Gym bag,section_name,Men Accessories,3,80,1,81,0.9878048780487805
product_type_name,Ballerinas,colour_group_name,Greyish Beige,28,55,1,81,0.9878048780487805
product_type_name,Heeled sandals,graphical_appearance_name,Metallic,38,45,1,81,0.9878048780487805
department_name,Dress,colour_group_name,Dark Red,490,175,8,649,0.9878234398782344
department_name,Tops Woven,colour_group_name,Red,208,125,4,325,0.9878419452887538
department_name,Casual Lingerie,graphical_appearance_name,Melange,240,843,13,1057,0.9878504672897196
product_type_name,Other accessories,colour_group_name,Yellow,95,155,3,244,0.9878542510121457
colour_group_name,Yellow,graphical_appearance_name,Colour blocking,155,95,3,244,0.9878542510121457
department_name,Kids Boy Knitwear,graphical_appearance_name,Stripe,7,410,5,407,0.9878640776699029
product_type_name,Vest top,graphical_appearance_name,Lace,411,173,7,570,0.9878682842287695
department_name,Trouser,colour_group_name,White,609,1311,23,1874,0.9878755930416447
product_type_name,Cardigan,section_name,"Womens Nightwear, Socks & Tigh",192,476,8,652,0.9878787878787879
department_name,Skirt,colour_group_name,Dark Red,159,175,4,326,0.9878787878787879
department_name,Young Boy Jersey Fancy,colour_group_name,Red,42,125,2,163,0.9878787878787879
colour_group_name,Silver,graphical_appearance_name,Application/3D,112,55,2,163,0.9878787878787879
department_name,Newborn,graphical_appearance_name,Melange,76,843,11,897,0.987885462555066
department_name,Ladies Sport Bras,colour_group_name,Greenish Khaki,204,381,7,571,0.9878892733564014
department_name,Loungewear,colour_group_name,Orange,131,120,3,245,0.9879032258064516
department_name,Outwear,colour_group_name,Greenish Khaki,205,381,7,572,0.9879101899827288
section_name,Womens Big accessories,graphical_appearance_name,Check,272,314,7,572,0.9879101899827288
department_name,Tops Knitwear,colour_group_name,Black,196,3826,48,3926,0.9879214896829391
section_name,Baby Essentials & Complements,colour_group_name,Dark Beige,242,177,5,409,0.9879227053140096
product_type_name,Shorts,colour_group_name,Light Grey,301,202,6,491,0.9879275653923542
section_name,Divided Collection,graphical_appearance_name,Melange,1421,843,27,2210,0.9879302637460885
product_type_name,Bodysuit,colour_group_name,Light Pink,86,502,7,574,0.9879518072289156
product_type_name,Cardigan,graphical_appearance_name,Other structure,192,312,6,492,0.9879518072289156
product_type_name,Bikini top,colour_group_name,Other Yellow,234,18,3,246,0.9879518072289156
department_name,Kids Girl Jersey Basic,colour_group_name,Yellow,13,155,2,164,0.9879518072289156
product_type_name,Ballerinas,colour_group_name,Dark Yellow,28,56,1,82,0.9879518072289156
department_name,Shirt S&T,colour_group_name,Dark Blue,36,805,10,821,0.9879663056558363
department_name,Loungewear,colour_group_name,Beige,131,626,9,739,0.9879679144385026
department_name,Outdoor/Blazers,colour_group_name,Blue,134,455,7,575,0.9879725085910653
department_name,Dress,graphical_appearance_name,Dot,490,99,7,575,0.9879725085910653
product_type_name,Scarf,colour_group_name,Grey,81,424,6,493,0.9879759519038076
department_name,Kids Boy Jersey Fancy,colour_group_name,Greenish Khaki,40,381,5,411,0.9879807692307693
section_name,Divided Projects,colour_group_name,Orange,301,120,5,411,0.9879807692307693
section_name,Ladies H&M Sport,graphical_appearance_name,Other structure,362,312,8,658,0.987987987987988
department_name,Dresses,colour_group_name,Purple,287,50,4,329,0.987987987987988
department_name,Baby Boy Woven,graphical_appearance_name,Check,23,314,4,329,0.987987987987988
section_name,Baby Essentials & Complements,graphical_appearance_name,Colour blocking,242,95,4,329,0.987987987987988
colour_group_name,Dark Green,graphical_appearance_name,Melange,253,843,13,1070,0.9879963065558633
product_type_name,Jacket,section_name,Men H&M Sport,427,79,6,494,0.988
department_name,Outdoor/Blazers,colour_group_name,Light Purple,134,119,3,247,0.988
colour_group_name,Light Pink,graphical_appearance_name,Lace,502,173,8,659,0.9880059970014993
colour_group_name,Grey,graphical_appearance_name,Solid,424,7935,99,8161,0.9880145278450363
department_name,Outdoor/Blazers,colour_group_name,Beige,134,626,9,742,0.9880159786950732
department_name,Kids Boy Jersey Fancy,graphical_appearance_name,Front print,40,129,2,165,0.9880239520958084
product_type_name,Garment Set,graphical_appearance_name,Dot,70,99,2,165,0.9880239520958084
product_type_name,Hair/alice band,graphical_appearance_name,Mixed solid/pattern,121,48,2,165,0.9880239520958084
colour_group_name,Yellowish Brown,graphical_appearance_name,Melange,256,843,13,1073,0.9880294659300184
department_name,Suit,colour_group_name,Dark Red,79,175,3,248,0.9880478087649402
department_name,Blouse & Dress,graphical_appearance_name,Jacquard,184,70,3,248,0.9880478087649402
department_name,Woven Tops,graphical_appearance_name,All over pattern,63,1462,18,1489,0.9880557398805574
department_name,AK Bottoms,graphical_appearance_name,Check,25,314,4,331,0.9880597014925373
product_type_name,Belt,graphical_appearance_name,Other structure,112,312,5,414,0.9880668257756563
colour_group_name,Dark Red,graphical_appearance_name,Melange,175,843,12,994,0.9880715705765407
product_type_name,Bodysuit,section_name,Womens Trend,86,423,6,497,0.9880715705765407
product_type_name,Shirt,section_name,Kids Boy,432,77,6,497,0.9880715705765407
section_name,H&M+,colour_group_name,Light Beige,366,653,12,995,0.9880834160873883
product_type_name,T-shirt,section_name,Mama,786,318,13,1078,0.9880843263061412
section_name,Womens Everyday Collection,colour_group_name,Light Grey,1668,202,22,1826,0.9880952380952381
product_type_name,Swimsuit,graphical_appearance_name,All over pattern,68,1462,18,1494,0.9880952380952381
section_name,Contemporary Street,colour_group_name,Light Blue,142,368,6,498,0.9880952380952381
colour_group_name,Dark Orange,graphical_appearance_name,Front print,126,129,3,249,0.9880952380952381
department_name,Knit & Woven,colour_group_name,Dark Pink,62,108,2,166,0.9880952380952381
department_name,Ladies Sport Acc,colour_group_name,Green,37,133,2,166,0.9880952380952381
department_name,Other items,colour_group_name,Silver,58,112,2,166,0.9880952380952381
department_name,Limited Edition,graphical_appearance_name,Embroidery,5,165,2,166,0.9880952380952381
section_name,Divided Selected,graphical_appearance_name,Dot,71,99,2,166,0.9880952380952381
department_name,Woven Occasion,product_type_name,Jumpsuit/Playsuit,4,81,1,83,0.9880952380952381
department_name,Kids Girl Jersey Fancy,graphical_appearance_name,Application/3D,30,55,1,83,0.9880952380952381
department_name,Studio Collection,graphical_appearance_name,Glittering/Metallic,9,76,1,83,0.9880952380952381
product_type_name,Outdoor trousers,section_name,Men H&M Sport,6,79,1,83,0.9880952380952381
product_type_name,Trousers,colour_group_name,Dark Green,1789,253,24,1994,0.9881070366699702
section_name,Womens Casual,colour_group_name,Dark Yellow,540,56,7,582,0.9881154499151104
department_name,Ladies Sport Bottoms,graphical_appearance_name,Melange,94,843,11,915,0.9881209503239741
product_type_name,Trousers,colour_group_name,Yellowish Brown,1789,256,24,1997,0.9881246907471549
section_name,Contemporary Smart,graphical_appearance_name,Solid,246,7935,96,7989,0.9881261595547309
department_name,Projects Woven Tops,graphical_appearance_name,Check,27,314,4,333,0.9881305637982196
section_name,Baby Essentials & Complements,graphical_appearance_name,Dot,242,99,4,333,0.9881305637982196
product_type_name,Other accessories,colour_group_name,Light Pink,95,502,7,583,0.988135593220339
product_type_name,T-shirt,colour_group_name,Light Turquoise,786,67,10,833,0.9881376037959668
department_name,Divided+,colour_group_name,Black,101,3826,46,3835,0.9881473846946663
department_name,Dresses DS,product_type_name,Dress,20,1604,19,1586,0.9881619937694704
department_name,Dresses,graphical_appearance_name,Application/3D,287,55,4,334,0.9881656804733728
